code,year,ind,Audit_firm,Auditor,Kam_num,Ind_spec,Length_1,Specificity1_1,Specificity2,Similarity,Big4,Big8,Audit_tenure,Audit_spec1,Gender,Auditor_tenure,Auditor_spec1,Partner,Ccp,Degree,Rep,Major,License,Roa,Bm,Quick,Leverage,Recvinv,Otherrec,Size,Growth,Loss,Age,Cfo,Audittype,Audit_spec2,Auditor_spec2,Length_2,Specificity1_2
300281,2018,C35,广东正中珠江,周济平,2,2,6.7056391,4.2046926,0.08200734,0.781,0,0,8,0,0,10,0,0,0,0,0,0,1,0.013579,0.775965,2.75476,0.172417,0.27375579,0.00519918,21.103628,-0.09899487,0,7,0.05497374,1,0,0,6.0124919,3.5115454
300282,2018,C39,中兴财光华,曲德强,2,1,7.0656134,4.6443909,0.08881298,0.3575,0,0,2,0,0,12,1,0,0,0,0,0,1,0.040199,0.972376,3.88625,0.143949,0.13154902,0.00930901,21.792014,-0.38983739,0,7,-0.02254412,1,0,0,6.3724662,3.9512437
300283,2017,C38,立信,陈磊,1,0,6.3613025,4.0943446,0.10362694,0.75266667,0,1,7,1,0,4,1,0,0,1,0,0,1,0.002279,0.614243,0.47507,0.604133,0.43414643,0.0007394,21.093595,0.28997621,0,5,-0.0079536,1,1,0,6.3613025,4.0943446
300283,2018,C38,立信,陈磊,2,0,6.7068623,4.2626799,0.08679707,0.36975,0,1,8,1,0,5,1,0,0,1,0,0,1,0.012748,0.761782,0.418578,0.580571,0.37673328,0.00290264,21.063059,0.1671645,0,6,0.1623666,1,1,0,6.0137152,3.5695327
300284,2017,M74,天衡,林茜,3,2,7.1747243,4.9126549,0.10413476,0.24677778,0,0,7,1,1,14,1,0,0,1,1,0,1,0.046452,1.15618,1.25339,0.635307,0.45936267,0.02122091,23.114198,0.55168431,0,5,0.02942085,1,0,1,6.076112,3.8140426
300284,2018,M74,天衡,林茜,3,2,7.138073,4.8598124,0.10246227,0.47433333,0,0,8,1,1,15,1,0,0,1,1,0,1,0.052539,1.45975,1.31641,0.629017,0.47752911,0.01707028,23.229117,0.07840196,0,6,0.00495427,1,0,1,6.0394607,3.7612001
300285,2017,C26,立信,刘国荣,2,1,7.1276937,4.4659081,0.06982343,0.73315558,0,1,6,1,0,7,1,0,0,0,0,0,1,0.078837,0.274869,1.30381,0.345713,0.26351086,0.00309955,21.913877,0.78090669,0,5,0.03942187,1,1,0,6.4345465,3.7727609
300285,2018,C26,立信,刘国荣,2,1,7.1131421,4.2341065,0.05618893,0.7401956,0,1,7,1,0,8,1,0,0,0,0,0,1,0.127508,0.408949,1.56554,0.204317,0.2750292,0.0017657,22.199899,0.47646858,0,6,0.0798867,1,1,0,6.4199949,3.5409593
300286,2017,C40,天健,陈瑛瑛,2,2,7.057037,4.6821312,0.09302326,0.75616667,0,1,7,1,1,9,1,0,0,1,0,1,1,0.106971,0.345617,2.63055,0.238411,0.16123959,0.00111592,20.600036,0.23079778,0,5,0.11482134,1,1,1,6.3638898,3.988984
300286,2018,C40,天健,陈瑛瑛,2,2,7.251345,4.6913479,0.07730496,0.8058,0,1,8,1,1,10,1,0,0,1,0,1,1,0.103153,0.516184,2.93587,0.215792,0.15409789,0.0009681,20.662713,0.12939531,0,6,0.09165693,1,1,1,6.5581978,3.9982007
300287,2017,I65,立信,冯万奇,2,1,7.024649,4.804021,0.10854093,0.73423589,0,1,5,1,0,20,1,1,0,1,0,0,1,0.057037,0.683078,2.83513,0.194612,0.33993426,0.03700269,22.706305,0.08983502,0,5,0.01886121,1,1,1,6.3315018,4.1108739
300287,2018,I65,立信,邵建克,2,1,6.9246124,4.4426513,0.08357915,0.73283916,0,1,6,1,0,13,1,0,0,0,0,1,1,-0.340778,1.05436,1.74536,0.338506,0.38672213,0.03330187,22.467281,-0.35803945,1,6,-0.04274126,1,1,1,6.2314652,3.7495041
300289,2017,C27,中勤万信,梁海涌,2,1,7.360104,4.7791235,0.07569975,0.38383333,0,0,3,0,0,14,0,1,0,1,0,1,1,0.057597,0.449831,2.85494,0.18743,0.21761931,0.01701129,21.285104,0.07984037,0,5,0.06896955,1,0,0,6.6669568,4.0859763
300289,2018,C27,中勤万信,梁海涌,2,1,7.3783837,4.8362819,0.07870081,0.38105,0,0,4,0,0,15,0,1,0,1,0,1,1,0.035946,0.61916,2.79698,0.168746,0.22502683,0.01400411,21.270947,0.13685626,0,6,0.04685358,1,0,0,6.6852365,4.1431347
300291,2017,R86,致同,纪小健,3,2,7.3304052,4.6634391,0.06946265,0.24466667,0,1,1,1,0,10,0,1,1,1,0,1,1,0.015485,0.784484,5.85411,0.112208,0.37492232,0.00939736,22.702067,-0.12709031,0,5,0.00980937,1,0,0,6.2317929,3.5648268
300291,2018,R86,致同,杨志,3,1,7.5893358,5.0039463,0.07536672,0.285,0,1,2,1,0,10,0,1,0,1,0,0,1,-0.340778,0.927034,7.24489,0.11073,0.26481731,0.05157219,21.932718,-0.49392922,1,6,0.04113469,1,0,0,6.4907235,3.905334
300292,2017,I65,立信,顾薇,4,1,7.5903469,5.420535,0.11419909,0.56518846,0,1,6,1,1,1,1,0,1,1,0,0,1,0.064823,0.487844,1.46175,0.220593,0.1842465,0.06074506,21.983524,0.29066015,0,5,0.02351632,1,1,1,6.2040526,4.0342406
300292,2018,I65,立信,顾薇,3,1,7.2026612,4.8121844,0.091586,0.77022611,0,1,7,1,1,2,1,0,1,1,0,0,1,-0.340778,0.503448,1.28169,0.377437,0.30035701,0.03880115,21.62007,0.18692629,1,6,0.04877303,1,1,1,6.1040489,3.7135721
300293,2018,C35,瑞华,娄红力,2,1,7.063904,4.9558271,0.12147134,0.7276269,0,1,6,1,1,11,1,0,0,1,1,0,1,0.009573,1.29225,0.767478,0.601695,0.38680136,0.00807287,21.587237,0.28090242,0,6,0.1169842,1,1,1,6.3707568,4.2626799
300296,2017,C39,立信,辛文学,2,1,7.5883237,5.0238805,0.07696203,0.74084272,0,1,4,1,0,9,1,0,0,0,0,1,1,0.095664,0.398701,0.851352,0.554871,0.40811908,0.0106652,23.261535,0.47804912,0,5,0.06153664,1,1,1,6.8951765,4.3307333
300296,2018,C39,立信,赵康,2,1,7.5443321,4.9199809,0.07248677,0.75333978,0,1,5,1,0,1,1,0,0,1,0,0,1,0.086602,0.746302,1.00211,0.467457,0.45501498,0.010782,23.403857,0.19005649,0,6,0.05622545,1,1,0,6.8511849,4.2268337
300297,2017,I65,大华,熊玲,2,0,7.7240047,5.0998664,0.07250221,0.75903889,0,1,6,1,1,4,1,0,0,0,0,0,1,0.053241,0.73923,1.5886,0.506672,0.25560268,0.00412295,22.838193,0.40862408,0,5,0.00305853,1,0,1,7.0308575,4.4067192
300297,2018,I65,大华,熊玲,2,1,7.695758,4.9199809,0.06230105,0.73845022,0,1,7,1,1,5,1,0,0,0,0,0,1,0.042657,1.68317,1.21794,0.537483,0.30343916,0.00441712,23.014706,0.02953297,0,6,0.01711513,1,0,1,7.0026108,4.2268337
300298,2017,C35,信永中和,陈春光,1,1,6.570883,4.3820266,0.11204482,0.74675,0,1,6,1,0,6,1,0,0,1,0,0,1,0.15513,0.205345,2.872,0.164293,0.12888051,0.00234789,21.231754,0.29800718,0,5,0.14667709,1,0,0,6.570883,4.3820266
300298,2018,C35,信永中和,陈春光,2,1,7.2041493,4.9972123,0.11003717,0.38461111,0,1,7,1,0,7,1,0,0,1,0,0,1,0.103483,0.500641,3.39075,0.12567,0.171786,0.00097548,21.821881,0.50096987,0,6,0.10642171,1,0,0,6.5110021,4.3040651
300299,2017,I65,致同,蔡如笑,3,1,7.5331588,4.7095302,0.05939005,0.53478858,0,1,6,1,0,4,0,0,1,1,0,0,1,-0.071479,0.481064,0.847188,0.480471,0.11151423,0.03973716,21.59731,0.17171156,1,5,0.05826029,1,1,0,6.4345465,3.6109179
300300,2017,I65,大信,李赟莘,3,1,7.0630482,4.7874917,0.10273973,0.75070794,0,1,2,0,0,7,1,0,0,0,0,0,1,0.025006,0.437934,0.938584,0.367306,0.22434604,0.04280218,21.944081,-0.05700065,0,5,0.06993296,1,0,1,5.9644359,3.6888795
300300,2018,I65,大信,李赟莘,3,2,7.004882,4.7273878,0.10254083,0.49393333,0,1,3,0,0,8,1,0,0,0,0,0,1,0.033429,0.453053,0.74905,0.328988,0.21133539,0.03090775,21.967535,0.49111252,0,6,0.00819937,1,0,1,5.9062697,3.6287755
300301,2017,C39,大华,刘国平,3,0,7.6348207,5.236442,0.09086515,0.76898217,0,1,6,1,0,0,1,0,0,1,0,0,1,0.026265,0.785668,0.994169,0.351082,0.21316396,0.00290145,22.059655,0.09221827,0,5,0.05403782,1,1,1,6.5362084,4.1378297
300301,2018,C39,大华,刘国平,3,0,7.52564,5.3518581,0.11374663,0.51019267,0,1,7,1,0,1,1,0,0,1,0,0,1,-0.030973,1.21503,0.676382,0.536353,0.25544838,0.00787586,21.974435,-0.10055931,1,6,-0.05369181,1,1,1,6.4270277,4.2532458
300302,2017,I65,大信,辛玉洁,2,1,6.4707995,4.634729,0.15944272,0.75309524,0,1,5,0,1,23,0,0,0,0,0,0,1,0.055267,0.189172,3.00721,0.163307,0.25364086,0.00239818,20.639506,-0.19490614,0,5,0.05685261,1,0,0,5.7776523,3.9415818
300302,2018,I65,大信,辛玉洁,2,1,6.7615728,5.0562458,0.16119403,0.368,0,1,6,0,1,23,0,0,0,0,0,0,1,0.022411,0.288388,4.84385,0.094831,0.26955019,0.00271467,20.620357,-0.00562243,0,6,-0.03444477,1,0,0,6.0684256,4.3630986
300303,2017,C39,亚太(集团),温安林,2,1,7.064759,5.1873858,0.15299145,0.391,0,0,6,0,0,22,0,1,0,1,0,0,1,0.013589,0.731258,1.54812,0.441311,0.30394067,0.00354419,21.922712,0.36183191,0,5,0.01374566,1,0,0,6.3716118,4.4942386
300303,2018,C39,亚太(集团),欧阳卓,2,1,6.9147309,4.4659081,0.08639523,0.7435,0,0,7,0,0,10,0,0,0,0,0,0,1,0.047023,1.05126,1.51363,0.402663,0.3199846,0.00401562,21.902462,0.14105347,0,6,0.02304303,1,0,0,6.2215837,3.7727609
300304,2017,C36,天健,何林飞,2,1,7.0596176,4.7449321,0.09879725,0.76063284,0,1,6,1,1,9,1,0,0,1,0,0,1,0.06777,0.324085,5.34355,0.128629,0.15606997,0.00039091,21.45186,0.19788747,0,5,0.06150543,1,1,0,6.3664704,4.0517849
300304,2018,C36,天健,胡友邻,2,1,7.4018416,4.7791235,0.07260525,0.766875,0,1,7,1,0,11,1,0,0,1,0,1,1,0.059337,0.745231,5.54259,0.124337,0.17405234,0.00037327,21.522067,0.02671642,0,6,0.05109533,1,1,0,6.7086944,4.0859763
300305,2017,C29,信永中和,朱永华,2,1,7.138073,5.1590553,0.13820492,0.36066667,0,1,5,0,0,11,1,0,1,1,0,1,1,0.043712,0.712547,9.89047,0.086892,0.10968508,0.0002406,21.179152,0.13491181,0,5,0.03403943,1,0,0,6.4449259,4.4659081
300305,2018,C29,信永中和,朱永华,1,1,6.4982821,3.9318256,0.07680723,0.786,0,1,6,0,0,12,1,0,1,1,0,1,1,0.046496,0.716734,8.46684,0.095496,0.12939626,0.00242719,21.217422,0.25056919,0,6,-0.00467339,1,0,0,6.4982821,3.9318256
300306,2017,C40,天健,戚铁桥,2,1,6.8145429,4.0253517,0.06147091,0.72466667,0,1,6,1,0,7,0,0,1,1,0,0,1,0.058647,0.483705,3.77463,0.104296,0.15394582,0.00694555,21.543976,1.4976916,0,5,0.03725092,1,1,0,6.1213957,3.3322045
300306,2018,C40,中汇,潘炜权,2,1,6.7238324,4.0943446,0.07211538,0.73583333,0,0,1,0,0,1,0,0,0,1,0,1,1,-0.301628,0.778056,6.14776,0.110604,0.12944231,0.01807914,21.195589,-0.24370306,1,6,0.04586781,1,0,0,6.0306853,3.4011974
300307,2017,C35,天健,崔文正,4,2,7.81682,5.5214609,0.10072522,0.78077948,0,1,6,1,0,8,1,0,0,1,0,0,1,0.044884,0.797591,2.73698,0.220652,0.23633655,0.01674239,22.376929,0.27871279,0,5,0.0349244,1,0,1,6.4305256,4.1351666
300307,2018,C35,天健,崔文正,4,2,8.0755826,6.0844994,0.13654743,0.80413089,0,1,7,1,0,9,1,0,0,1,0,0,1,0.023203,1.43199,1.79609,0.259395,0.2718684,0.00707532,22.426129,0.20315129,0,6,-0.00506645,1,0,1,6.6892883,4.6982051
300308,2017,C39,信永中和,燕进,3,1,7.2997974,5.0689042,0.10743243,0.76556869,0,1,6,0,1,10,1,0,0,0,0,1,1,0.020679,0.28174,0.793576,0.487087,0.38176091,0.00115898,22.778674,2.0552244,0,5,0.00529539,1,0,0,6.2011851,3.9702919
300308,2018,C39,普华永道中天,刘毅,2,0,7.2848209,4.9558271,0.09739369,0.37691667,1,0,1,0,0,2,0,0,0,1,0,1,1,0.077116,0.417661,0.711113,0.408866,0.36621383,0.0004557,22.812683,1.1875824,0,6,0.08168281,1,0,0,6.5916737,4.2626799
300310,2018,I63,立信,黄春燕,2,1,7.2793188,3.9702919,0.03655172,0.378,0,1,7,1,1,17,1,0,0,1,1,0,1,-0.340778,0.560983,1.68347,0.392163,0.48388541,0.02096118,21.64379,-0.00148365,1,6,-0.04228265,0,1,0,6.5861717,3.2771447
300312,2017,I65,北京兴华,李杰,2,0,7.0749632,4.4659081,0.07360406,0.3475,0,0,6,0,1,3,0,0,0,1,1,1,1,-0.125281,0.24978,1.19785,0.405596,0.71442352,0.0322596,20.832979,-0.14414483,1,5,-0.01701295,1,0,0,6.381816,3.7727609
300312,2018,I65,北京兴华,叶民,2,1,6.8575141,4.3694479,0.08307045,0.3845,0,0,7,0,0,18,0,1,0,1,0,0,1,-0.340778,0.251061,1.13697,0.676848,0.57819163,0.10890603,20.364069,-0.44307689,1,6,0.13526218,0,0,0,6.1643669,3.6763007
300313,2017,L72,天健,倪意,2,1,7.138073,4.6913479,0.08657665,0.35235,0,1,6,1,1,17,0,0,0,1,0,1,1,0.009273,0.290306,0.399291,0.475341,0.11327344,0.00675189,20.353577,-0.47947215,0,5,0.11393243,1,1,0,6.4449259,3.9982007
300314,2017,C35,天健,张建东,2,1,6.8101425,4.0430513,0.06284454,0.37602206,0,1,6,1,0,2,0,0,0,1,0,0,1,0.054228,0.227286,5.24182,0.102639,0.10958887,0.00040313,20.580921,0.14703455,0,5,0.06311435,1,0,0,6.1169953,3.3499041
300314,2018,C35,天健,张建东,2,1,7.4383835,5.3565863,0.12470588,0.40777105,0,1,7,1,0,3,0,0,0,1,0,0,1,0.032525,0.368367,5.66891,0.105136,0.09800399,0.00108713,20.602056,-0.01186957,0,6,0.07896944,1,0,0,6.7452363,4.6634391
300316,2017,C35,天健,项巍巍,3,2,7.3620106,5.164786,0.11111111,0.77390836,0,1,6,1,0,4,1,0,1,1,0,0,1,0.061763,0.292122,1.63372,0.38503,0.31749169,0.00252121,22.517721,0.78552896,0,5,-0.02676071,1,0,0,6.2633983,4.0661737
300316,2018,C35,天健,项巍巍,3,2,7.7415336,5.31812,0.08861859,0.83031341,0,1,7,1,0,5,1,0,1,1,0,0,1,0.089722,0.492158,1.45991,0.332163,0.37277597,0.00431326,22.569362,0.3011334,0,6,0.02614383,1,0,0,6.6429213,4.2195077
300317,2017,C38,大华,方建新,2,1,6.8511849,4.9052748,0.14285714,0.77124444,0,1,6,1,0,19,1,1,1,1,0,0,1,0.031989,0.674521,1.21197,0.450985,0.35386264,0.00749207,22.923185,0.23012038,0,5,0.00955207,1,0,0,6.1580377,4.2121276
300317,2018,C38,立信,黄翠冬,3,1,7.4048876,5.0106353,0.09124088,0.77082998,0,1,1,1,0,5,0,0,0,1,0,0,1,-0.290381,1.74046,1.0276,0.562192,0.31566274,0.06203408,22.650308,-0.49392922,1,6,0.04684321,0,1,0,6.3062753,3.912023
300318,2017,C35,大华,陈英杰,3,0,7.4181808,5.0369526,0.09243697,0.48664683,0,1,2,1,0,13,1,0,0,0,0,1,1,0.017261,0.617156,0.573903,0.410516,0.23634732,0.00322006,21.730299,0.09826991,0,5,-0.03477448,1,0,1,6.3195685,3.9383403
300318,2018,C35,大华,陈英杰,3,0,7.4175804,5.0998664,0.0984985,0.49570238,0,1,3,1,0,14,1,0,0,0,0,1,1,0.028576,0.831667,0.357434,0.541381,0.29131173,0.0043961,21.721078,0.40188767,0,6,-0.03102481,1,0,1,6.3189681,4.0012541
300319,2017,C39,众华,陈芝莲,2,1,7.2240248,5.3981627,0.16107872,0.73305,0,0,5,0,1,19,1,0,0,0,0,0,0,-0.112787,0.6689,1.28956,0.377,0.36444423,0.0023905,21.857689,-0.14926294,1,5,0.05797769,1,0,1,6.5308776,4.7050155
300319,2018,C39,立信,郑凤玉,2,1,7.0766538,5.1761497,0.14949324,0.75333978,0,1,1,1,1,0,0,0,1,1,0,0,1,0.045092,0.785125,1.20472,0.341444,0.39649811,0.00343959,21.872202,0.15978501,0,6,0.03173798,1,1,0,6.3835066,4.4830026
300322,2017,C39,致同,何双,3,1,7.6143121,5.3375381,0.1026147,0.52679788,0,1,1,0,0,3,0,1,0,1,0,0,1,0.013347,0.418049,0.845269,0.646626,0.34188162,0.03605879,21.42219,0.19836238,0,5,0.02206695,1,0,0,6.5156999,4.2389258
300322,2018,C39,致同,毛才玉,3,1,7.4983159,4.9052748,0.07479224,0.79587326,0,1,2,0,1,0,0,0,1,1,0,1,1,0.038702,0.473526,0.743261,0.6384,0.32319985,0.03503584,21.331704,-0.16699311,0,6,0.21504066,1,0,0,6.3997036,3.8066625
300323,2017,C39,大信,何杰,4,1,7.5652753,5.0562458,0.08134715,0.54558333,0,1,6,0,0,3,0,0,0,1,0,0,1,0.050706,0.721255,0.922473,0.603633,0.16400028,0.00468336,23.01604,0.66206901,0,5,0.05187457,1,0,0,6.1789809,3.6699514
300323,2018,C39,大信,何杰,3,0,7.4776042,4.804021,0.06900452,0.49083333,0,1,7,0,0,4,0,0,0,1,0,0,1,0.018906,1.62366,0.801892,0.541862,0.20679651,0.0115202,23.280379,0.03866482,0,6,0.05357375,1,0,0,6.378992,3.7054088
300324,2018,I65,立信,孙彦民,1,0,6.4345465,4.1743873,0.10433387,0.74435948,0,1,5,1,0,23,1,0,0,0,0,0,1,0.008545,0.832355,1.44802,0.38987,0.24066891,0.02374758,22.823172,0.16923831,0,6,-0.00813152,0,1,1,6.4345465,4.1743873
300325,2018,C29,立信,印爱杰,3,2,7.239215,4.5538769,0.06819813,0.75090342,0,1,7,1,0,8,0,0,0,1,0,0,1,-0.020967,1.36772,1.13424,0.611198,0.21850187,0.03445557,22.170309,0.22744827,1,6,0.00517092,1,1,0,6.1406027,3.4552646
300326,2017,C35,大华,陈泓洲,2,1,7.4283332,5.2311086,0.11111111,0.74766468,0,1,3,1,0,4,1,0,0,1,1,0,1,0.071994,0.45025,2.39754,0.2423,0.2024774,0.00392559,21.714486,0.45708616,0,5,0.05453081,1,0,0,6.735186,4.5379614
300326,2018,C35,大华,陈泓洲,2,1,7.4277388,5.4467374,0.13793103,0.75243993,0,1,4,1,0,5,1,0,0,1,1,0,1,0.128961,0.583625,2.77329,0.299088,0.15433726,0.04168012,21.995767,0.16034573,0,6,0.0266831,1,0,0,6.7345917,4.7535902
300327,2017,C39,众华,李明,2,0,6.9007307,4.7874917,0.12084592,0.7172619,0,0,5,0,0,8,0,0,0,1,0,0,1,0.131761,0.150035,4.36868,0.191626,0.23181721,0.01304782,20.703856,0.32455405,0,5,0.14275789,1,0,0,6.2075835,4.0943446
300327,2018,C39,众华,蒯薏苡,2,0,6.856462,4.4067192,0.08631579,0.75018333,0,0,6,0,1,10,0,0,0,0,0,1,1,0.156266,0.245137,5.24076,0.158423,0.24871001,0.01053542,20.755216,0.10497768,0,6,0.10032932,1,0,0,6.1633148,3.7135721
300330,2017,I65,立信,万玲玲,3,1,6.787845,4.4998097,0.10146561,0.49307606,0,1,6,1,1,19,1,0,0,0,1,1,1,0.011583,0.285716,2.96667,0.244703,0.4280817,0.00880124,20.056962,0.67203758,0,5,-0.03064729,1,1,0,5.6892327,3.4011974
300330,2018,I65,立信,万玲玲,2,2,6.5352413,4.0430513,0.08272859,0.75017224,0,1,7,1,1,20,1,0,0,0,1,1,1,-0.036055,0.455976,2.19821,0.311591,0.49997787,0.00789921,20.098641,-0.0738575,1,6,-0.06850909,1,1,0,5.8420941,3.3499041
300331,2017,C39,立信,戴祺,2,1,7.4006206,4.4773368,0.05375687,0.74084272,0,1,6,1,0,7,1,0,0,0,0,0,1,0.04158,0.484866,1.64755,0.239195,0.34409231,0.00195398,21.334353,1.2710235,0,5,0.02779584,1,1,1,6.7074734,3.7841896
300331,2018,C39,立信,戴祺,2,1,7.1284959,4.1431347,0.05052125,0.75333978,0,1,7,1,0,8,1,0,0,0,0,0,1,0.02715,0.829575,1.38744,0.30812,0.35529017,0.00374037,21.456364,0.2021954,0,6,-0.0096755,1,1,1,6.4353488,3.4499875
300332,2017,D45,信永中和,张旻逸,2,1,6.4861608,4.0943446,0.09146341,0.3655,0,1,6,1,0,15,1,0,0,0,0,1,1,0.008884,1.42755,0.548784,0.560432,0.13325918,0.02360372,22.845523,0.17512676,0,5,-0.00712941,1,0,1,5.7930136,3.4011974
300332,2018,D45,信永中和,张旻逸,2,1,6.9411901,4.3944492,0.07833656,0.348,0,1,7,1,0,16,1,0,0,0,0,1,1,0.002389,2.50403,0.387352,0.557681,0.14874487,0.02089036,22.819189,-0.00494245,0,6,0.03846924,1,0,1,6.2480429,3.701302
300333,2017,I65,瑞华,高强,3,1,7.2647302,4.6539604,0.07347796,0.49237778,0,1,5,1,0,0,0,0,1,1,0,1,1,0.040721,0.310567,11.9388,0.064367,0.08338663,0.00118842,20.609199,0.20636133,0,5,0.03125417,1,0,0,6.1661179,3.5553481
300333,2018,I65,瑞华,刘海曼,3,1,7.331715,4.7791235,0.07787958,0.25017778,0,1,6,1,1,2,0,0,0,1,0,0,1,0.035532,0.391214,8.4785,0.066215,0.08354755,0.00152255,20.608097,-0.06601467,0,6,0.050795,1,0,0,6.2331027,3.6805112
300334,2017,C35,致同,刘均山,3,1,7.1074255,4.8903491,0.10892711,0.24536508,0,1,4,0,0,12,1,1,0,1,0,1,1,-0.02171,0.736329,0.962474,0.433862,0.36644134,0.03387859,21.794416,-0.15493373,1,5,-0.02473065,1,0,1,6.0088132,3.7917368
300334,2018,C35,致同,刘均山,3,1,7.1074255,4.5849675,0.08026208,0.80782407,0,1,5,0,0,13,1,1,0,1,0,1,1,0.005785,1.27503,0.922983,0.407083,0.38444544,0.01963036,21.809958,0.08409571,0,6,0.00921389,1,0,1,6.0088132,3.4863552
300335,2018,D44,天健,吴丹,2,0,6.9669671,4.574711,0.09142319,0.381,0,1,1,1,0,3,0,0,1,1,0,1,1,0.060423,1.51465,0.759602,0.527762,0.16719489,0.00931616,21.960642,-0.0755525,0,6,0.05943256,1,0,0,6.27382,3.8815638
300336,2017,R86,立信,韩晨君,3,2,7.1981836,4.9904326,0.10994764,0.52533333,0,1,1,1,1,2,1,0,1,1,0,0,1,0.048013,0.835433,3.48149,0.412317,0.26296842,0.00360477,22.35809,0.10796369,0,5,0.05745457,1,0,1,6.0995713,3.8918203
300336,2018,R86,立信,韩晨君,3,2,7.0766538,4.3567088,0.06587838,0.72155556,0,1,2,1,1,3,1,0,1,1,0,0,1,0.006085,1.35062,4.64442,0.374385,0.21933361,0.09428202,22.290159,-0.34656699,0,6,-0.03111204,1,0,1,5.9780415,3.2580965
300337,2018,C32,大华,李永伟,1,1,6.3062753,3.2580965,0.04744526,0.7725,0,1,7,1,0,2,0,0,0,0,0,0,1,-0.024291,0.975896,0.522665,0.49019,0.33049835,0.0117147,21.755517,-0.03051757,1,6,0.0537965,1,0,0,6.3062753,3.2580965
300340,2017,C39,立信,王丹,2,1,6.8511849,4.8441871,0.13439153,0.75255927,0,1,6,1,1,6,1,0,0,0,0,0,1,0.034591,0.503486,0.759988,0.587061,0.49377681,0.00463782,21.960271,1.6183274,0,5,-0.02895526,1,1,1,6.1580377,4.1510399
300340,2018,C39,立信,王丹,2,1,6.8319536,4.7004804,0.11866235,0.76247251,0,1,7,1,1,7,1,0,0,0,0,0,1,0.014887,1.21475,0.809856,0.600923,0.48747356,0.00601079,22.008519,0.06876065,0,6,0.01151122,1,1,1,6.1388064,4.0073332
300341,2017,C38,致同,巫宝才,2,2,7.1196356,4.6051702,0.08090615,0.79028333,0,1,6,0,0,9,1,0,1,0,0,1,1,0.101412,0.377042,4.25955,0.14175,0.25967468,0.00284732,20.981513,0.08698216,0,5,0.12471974,1,0,1,6.4264885,3.912023
300342,2017,C38,中汇,高月琴,1,1,6.413459,4.1896547,0.10819672,0.73913333,0,0,6,0,1,5,0,0,0,1,0,1,1,0.107877,0.253326,2.36134,0.227079,0.28113349,0.00113749,21.293352,0.18104959,0,5,0.04337308,1,0,0,6.413459,4.1896547
300342,2018,C38,中兴华,任华贵,2,1,7.1204444,4.3040651,0.05982215,0.7459,0,0,1,0,0,14,0,1,0,0,0,1,1,0.051059,0.624979,1.65922,0.297957,0.28692461,0.00309027,21.371034,-0.03522264,0,6,0.09925757,1,0,0,6.4272972,3.6109179
300343,2017,I64,信永中和,唐守东,3,2,7.4747722,4.8520303,0.07260352,0.48677778,0,1,6,1,0,10,1,0,1,1,0,1,1,0.064743,0.80248,1.50257,0.270496,0.29344719,0.0089712,22.526477,0.18732009,0,5,0.07624729,1,0,1,6.3761599,3.753418
300343,2018,I64,信永中和,唐守东,3,2,7.4685133,4.6539604,0.05993151,0.49227778,0,1,7,1,0,11,1,0,1,1,0,1,1,-0.340778,0.923659,1.42116,0.43497,0.52712729,0.02361211,22.12239,0.30058649,1,6,-0.01105902,1,0,1,6.369901,3.5553481
300344,2017,C30,中兴财光华,郭兴杰,2,1,6.8543545,4.2626799,0.07489451,0.3225,0,0,2,0,0,23,1,0,0,0,0,1,1,-0.013305,0.355329,0.498391,0.514417,0.2807925,0.02016607,21.019011,0.41303647,1,5,0.02651064,1,0,1,6.1612073,3.5695327
300344,2018,C30,中兴财光华,郭兴杰,2,1,7.0975489,4.2904594,0.06038048,0.3645,0,0,3,0,0,23,1,0,0,0,0,1,1,0.034531,0.426957,0.739102,0.501971,0.32829384,0.04398159,20.780683,0.14557986,0,6,0.07142453,1,0,1,6.4044017,3.5973123
300345,2017,C33,天职国际,康代安,3,1,7.3802558,4.6443909,0.06483791,0.53766667,0,1,6,0,0,11,1,0,0,1,0,1,1,-0.054617,0.347324,1.87233,0.236107,0.30527913,0.01664652,20.74084,-0.23940238,1,5,0.01551476,1,0,0,6.2816435,3.5457786
300345,2018,C33,天职国际,康代安,4,1,7.9251575,5.5093883,0.08929863,0.38975,0,1,7,0,0,12,1,0,0,1,0,1,1,-0.340778,0.409125,2.04924,0.277667,0.25642531,0.07860998,20.258523,-0.30810652,1,6,0.04601179,1,0,0,6.5388632,4.123094
300347,2017,Q83,立信,林雯英,3,2,7.6192334,5.2983174,0.0981836,0.48911111,0,1,6,1,1,7,1,0,0,1,0,0,1,0.092704,0.203633,1.88063,0.213268,0.17629673,0.01546899,21.999513,0.43633766,0,5,0.0879029,1,1,1,6.5206211,4.1997051
300347,2018,Q83,立信,林雯英,2,2,7.2896105,4.7957905,0.08259386,0.72833333,0,1,7,1,1,8,1,0,0,1,0,0,1,0.118416,0.200153,1.32606,0.291049,0.18259258,0.01240838,22.177169,0.36373093,0,6,0.12202536,1,1,1,6.5964633,4.1026434
300348,2017,I65,致同,杨华,2,1,7.2004249,4.4308168,0.06268657,0.793888,0,1,4,1,0,0,1,0,0,1,0,0,1,0.059736,0.325548,3.2043,0.259266,0.35617954,0.01518076,21.106758,0.3516292,0,5,-0.00572446,1,1,0,6.5072777,3.7376696
